generation,best_score,fitness_mean,fitness_std
0,22.002787726235887,-2.9087156485764654,5.84730869841916
1,57.19486503108351,6.738510158853191,13.10137541854119
2,57.19486503108351,16.410616593370335,11.271071444611469
3,57.19486503108351,23.0543928834491,11.33258547601139
4,66.16811752271649,27.206047016397406,13.333374077296234
5,66.16811752271649,29.823230955001396,14.907144945605344
6,66.16811752271649,31.33723541157906,15.90059849079188
7,66.16811752271649,25.78707899115982,25.32884656434461
8,66.16811752271649,34.01542054167308,18.289395666843546
9,66.16811752271649,36.39833033643227,17.423551691618286
10,66.19185751001956,38.8210804492806,17.991053809197894
11,66.19185751001956,40.91620269720957,17.34839180542251
12,66.19185751001956,43.21344449419163,17.334685279816163
13,66.19185751001956,35.40830616345487,29.52840693400105
14,66.19185751001956,44.975166722278075,19.19780204806061
15,66.19185751001956,48.66898806417035,16.97663137266976
16,66.19185751001956,35.127026401318055,31.26390315675158
17,66.19185751001956,43.700414900878535,22.933146962832907
18,66.19185751001956,47.55908678829331,19.30534401157688
19,66.19185751001956,35.675013427348006,31.317410935354992
