trial_id,mean_accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.type.deap_crossover_kwargs,config.type.deap_crossover_method,config.type.deap_mutation_operator,config.type.doomsday_population_ratio,config.type.doomsday_replace_with_random_prob,config.type.enemy_number,config.type.mating_num,config.type.patience,config.type.population_size,config.type.survivor_pool,config.type.survivor_selection_method,config.type.tournament_method,config.type.type,config.type.deap_mutation_kwargs.indpb,config.type.deap_mutation_kwargs.mu,config.type.deap_mutation_kwargs.sigma,config.type.tournament_kwargs.k,config.type.tournament_kwargs.tournsize
803d9b7e,24.108319539229363,845.9787628650665,True,,,1,9b9ae83c54d64a42a1168ecca8a09d64,2021-10-17_09-35-38,1634456138,845.9787628650665,34612,EPNLHOOW0187,192.168.100.70,845.9787628650665,0,1,"11_deap_crossover_kwargs=0.40594,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.3,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.97598,doomsday_replace_with_random_prob=0.056956,enemy_number=(6, 7, 8),mating_num=6,patience=7,population_size=30,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournament_method=<function selProportional at 0x12ad39ee0>,type=proportional",0.40593589604007796,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.9759773526705571,0.056955678649542096,"(6, 7, 8)",6,7,30,all,<function selProportional at 0x12ad39ee0>,<function selProportional at 0x12ad39ee0>,proportional,0.3,0,1,2,
d8fed278,-6.175982291352528,1125.4591100215912,True,,,1,8755cdeba6c448c0b3686ac114dcb7ec,2021-10-17_09-40-41,1634456441,1125.4591100215912,34616,EPNLHOOW0187,192.168.100.70,1125.4591100215912,0,1,"12_deap_crossover_kwargs=0.21228,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.3,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.35479,doomsday_replace_with_random_prob=0.84359,enemy_number=(1, 4, 7),mating_num=4,patience=7,population_size=70,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournsize=10,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.21228447564177755,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.3547898513854707,0.843593795230484,"(1, 4, 7)",4,7,70,all,<function selProportional at 0x12ad39ee0>,<function selTournament at 0x12ad39e50>,tournament,0.3,0,1,2,10.0
e6ffd3c2,1.3402354230915485,1161.6671030521393,True,,,1,33925876a77a410ca4dcef4890cd52f2,2021-10-17_09-52-03,1634457123,1161.6671030521393,35106,EPNLHOOW0187,192.168.100.70,1161.6671030521393,0,1,"13_deap_crossover_kwargs=0.016772,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.8,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.94909,doomsday_replace_with_random_prob=0.62588,enemy_number=(1, 4, 7),mating_num=5,patience=8,population_size=70,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournsize=10,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.016772389863528248,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.9490906243496174,0.6258825428245709,"(1, 4, 7)",5,8,70,all,<function selProportional at 0x12ad39ee0>,<function selTournament at 0x12ad39e50>,tournament,0.8,0,1,2,10.0
6865c7d6,24.152233255940477,944.202474117279,True,,,1,fc98d480b64a40c192ab5236b7061236,2021-10-17_09-49-00,1634456940,944.202474117279,35113,EPNLHOOW0187,192.168.100.70,944.202474117279,0,1,"14_deap_crossover_kwargs=0.067282,deap_crossover_method=<function cx4ParentsCustomUniform at 0x12adac310>,indpb=0.2,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.37406,doomsday_replace_with_random_prob=0.57551,enemy_number=(2, 4, 8),mating_num=6,patience=4,population_size=30,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournsize=10,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.06728197306618566,<function cx4ParentsCustomUniform at 0x12adac310>,<function mutGaussian at 0x12ada3790>,0.3740577386383218,0.5755137773517006,"(2, 4, 8)",6,4,30,all,<function selProportional at 0x12ad39ee0>,<function selTournament at 0x12ad39e50>,tournament,0.2,0,1,4,10.0
7cfaba94,-3.4820553961149043,2885.2613139152527,True,,,1,0fd1d3ec10ba44dcb10611ae137e32ab,2021-10-17_10-23-46,1634459026,2885.2613139152527,35237,EPNLHOOW0187,192.168.100.70,2885.2613139152527,0,1,"15_deap_crossover_kwargs=0.90662,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.2,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.23676,doomsday_replace_with_random_prob=0.42076,enemy_number=(3, 5, 8),mating_num=8,patience=2,population_size=70,survivor_pool=offspring,survivor_selection_method=<function selBest at 0x12ad39dc0>,k=2,tournsize=4,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.9066212583528556,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.2367620065986603,0.42075913323488257,"(3, 5, 8)",8,2,70,offspring,<function selBest at 0x12ad39dc0>,<function selTournament at 0x12ad39e50>,tournament,0.2,0,1,2,4.0
d3083c54,15.336031793544578,857.5139801502228,True,,,1,e6d3a4ab4023455dbe8f56dd51d5a575,2021-10-17_09-50-46,1634457046,857.5139801502228,35249,EPNLHOOW0187,192.168.100.70,857.5139801502228,0,1,"16_deap_crossover_kwargs=0.79114,deap_crossover_method=<function cx4ParentsCustomUniform at 0x12adac310>,indpb=0.2,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.82141,doomsday_replace_with_random_prob=0.085745,enemy_number=(1, 4, 7),mating_num=7,patience=1,population_size=30,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournsize=10,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.7911412597907893,<function cx4ParentsCustomUniform at 0x12adac310>,<function mutGaussian at 0x12ada3790>,0.8214085312665947,0.08574544073763035,"(1, 4, 7)",7,1,30,all,<function selProportional at 0x12ad39ee0>,<function selTournament at 0x12ad39e50>,tournament,0.2,0,1,4,10.0
ef785de2,6.144407294209732,911.0683629512787,True,,,1,dfaffc7f9a30425d9606a352045c06e3,2021-10-17_09-53-05,1634457185,911.0683629512787,35280,EPNLHOOW0187,192.168.100.70,911.0683629512787,0,1,"17_deap_crossover_kwargs=0.71553,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.3,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.36457,doomsday_replace_with_random_prob=0.91078,enemy_number=(1, 4, 8),mating_num=3,patience=7,population_size=30,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournament_method=<function selProportional at 0x12ad39ee0>,type=proportional",0.7155276055139009,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.3645665513473374,0.910777407238627,"(1, 4, 8)",3,7,30,all,<function selProportional at 0x12ad39ee0>,<function selProportional at 0x12ad39ee0>,proportional,0.3,0,1,2,
223668e6,15.134548836819055,777.6577351093292,True,,,1,7701112a080f4d0b9205842f54a7074f,2021-10-17_09-53-41,1634457221,777.6577351093292,35314,EPNLHOOW0187,192.168.100.70,777.6577351093292,0,1,"18_deap_crossover_kwargs=0.70531,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.2,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.79446,doomsday_replace_with_random_prob=0.57581,enemy_number=(1, 5, 6),mating_num=6,patience=2,population_size=30,survivor_pool=all,survivor_selection_method=<function selBest at 0x12ad39dc0>,k=2,tournsize=4,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.7053123718785953,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.7944582259458938,0.5758149383905478,"(1, 5, 6)",6,2,30,all,<function selBest at 0x12ad39dc0>,<function selTournament at 0x12ad39e50>,tournament,0.2,0,1,2,4.0
87831352,19.875263712119278,504.4368200302124,True,,,1,c43b59144ab74c85823dd5cc20e3f5fc,2021-10-17_09-57-27,1634457447,504.4368200302124,35558,EPNLHOOW0187,192.168.100.70,504.4368200302124,0,1,"19_deap_crossover_kwargs=0.4406,deap_crossover_method=<function cxUniform at 0x12ad42670>,indpb=0.2,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.99016,doomsday_replace_with_random_prob=0.15501,enemy_number=(6, 7, 8),mating_num=2,patience=4,population_size=30,survivor_pool=all,survivor_selection_method=<function selProportional at 0x12ad39ee0>,k=2,tournament_method=<function selProportional at 0x12ad39ee0>,type=proportional",0.4406011731403856,<function cxUniform at 0x12ad42670>,<function mutGaussian at 0x12ada3790>,0.9901595281057106,0.15500673060004044,"(6, 7, 8)",2,4,30,all,<function selProportional at 0x12ad39ee0>,<function selProportional at 0x12ad39ee0>,proportional,0.2,0,1,2,
b12d9b0e,-6.8958639024195305,2610.5114603042603,True,,,1,d9e4acf680dc4f95b7ef0e14ba17f2a2,2021-10-17_10-34-18,1634459658,2610.5114603042603,35588,EPNLHOOW0187,192.168.100.70,2610.5114603042603,0,1,"20_deap_crossover_kwargs=0.36497,deap_crossover_method=<function cx4ParentsCustomUniform at 0x12adac310>,indpb=0.6,mu=0,sigma=1,deap_mutation_operator=<function mutGaussian at 0x12ada3790>,doomsday_population_ratio=0.04137,doomsday_replace_with_random_prob=0.63326,enemy_number=(3, 5, 8),mating_num=4,patience=1,population_size=70,survivor_pool=all,survivor_selection_method=<function selBest at 0x12ad39dc0>,k=2,tournsize=4,tournament_method=<function selTournament at 0x12ad39e50>,type=tournament",0.36496840667679964,<function cx4ParentsCustomUniform at 0x12adac310>,<function mutGaussian at 0x12ada3790>,0.041369949145700025,0.6332585913385294,"(3, 5, 8)",4,1,70,all,<function selBest at 0x12ad39dc0>,<function selTournament at 0x12ad39e50>,tournament,0.6,0,1,4,4.0
