generation,best_score,fitness_mean,fitness_std
0,40.74137571313705,-0.5359652508713787,9.413897853847025
1,41.30438985451728,2.7818949448193333,13.311210564615225
2,49.596877942985856,7.74437385327255,13.28670676036753
3,60.89632550893256,9.41123949187833,13.59953125885518
4,53.34383034721314,12.916142605203683,13.440776243363896
5,61.02437259732811,1.9406744897433168,14.697859132413333
6,53.24996241370525,8.171423998621481,12.828248090468108
7,56.168801027829716,3.8091030388543996,16.02029676061776
8,53.20835547408467,2.9631812490129423,17.006418444606826
9,62.518288447112795,3.01808624315355,16.892408698462408
10,56.168801027829716,8.390526755022968,15.279811872831734
11,62.518288447112795,4.003937082825424,16.79950347069129
12,55.284578083122426,2.6200895990407553,16.48327460860789
13,61.10031443456006,4.551564983486137,18.14573676584332
14,57.41362418923871,5.368631324093973,18.46262040804116
15,60.89632550893256,3.4746559318744383,18.01252934209691
16,60.54140046014874,3.0073205023931626,17.4931029741964
17,63.1615147050669,4.561566097270919,18.731707524757596
18,46.32907171878121,10.342585683214267,15.231355329183977
19,63.1615147050669,4.906696318064878,17.85483948531347
