generation,best_score,fitness_mean,fitness_std
0,92.57959913428286,10.671333900449593,30.279586613314084
1,92.57959913428286,49.26515578141731,28.909556198379196
2,92.57959913428286,67.80298526150335,24.818958215664058
3,92.57959913428286,70.06706744987815,22.359308784858655
4,92.77611947915372,70.1081688933871,22.05347024233438
5,92.77611947915372,70.53308055188923,24.11282963535283
6,92.77611947915372,68.39538372138146,25.605328723673498
7,92.77611947915372,74.34871994806451,22.207696472441306
8,92.77611947915372,71.31802783124381,26.55465169050195
9,92.77611947915372,76.51491219736116,17.194741974311093
10,92.77611947915372,71.30895958851124,18.84407541485388
11,92.77611947915372,72.37604629897248,21.73366757577327
12,92.77611947915372,73.81421023525408,21.511942259966084
13,92.77611947915372,31.324843023115545,44.49586086291343
14,92.77611947915372,67.33920563183403,27.254126396678366
15,92.77611947915372,67.9452274585954,25.075065712355077
16,92.77611947915372,69.91321187852814,22.025076963296176
17,92.77611947915372,66.45346869805142,25.518329994253037
18,92.77611947915372,68.80392677442843,23.377565512891895
19,92.77611947915372,75.95752262072577,19.530106621638605
