generation,best_score,fitness_mean,fitness_std
0,66.16226955283406,-0.9353940406642876,12.835049989075346
1,66.16226955283406,11.53907998616578,19.667244456617603
2,66.16226955283406,18.71857178526206,22.912997943434245
3,66.16226955283406,32.937451554722394,23.502261201550365
4,66.27641489804762,42.822605883503535,21.479681259555843
5,66.27641489804762,45.743958347003954,20.745050746805973
6,66.31982739098294,45.88472651794759,20.507188854345838
7,66.32324619773172,45.847734498777484,19.87003885185463
8,66.32324619773172,45.51508013328375,19.15143376353096
9,66.32324619773172,38.9645179472169,28.634042750437317
10,66.32324619773172,43.239948896905844,21.82825148583168
11,66.32324619773172,40.200546789067346,26.41689583409312
12,66.32324619773172,46.10135426683903,21.893285001364895
13,66.32324619773172,40.20408117741653,28.32044734819936
14,66.32324619773172,44.062657941398776,23.630008528373732
