generation,best_score,fitness_mean,fitness_std
0,77.4933657574987,3.6148776536375964,18.753742441505203
1,78.25584929432257,12.699763394292559,24.920701933945388
2,86.07078443630904,26.54160165959391,27.282553349479468
3,86.07078443630904,34.06986295763716,26.63398024021575
4,86.07078443630904,34.596457799782115,25.28750092130089
5,86.7011462152184,36.50848145201471,26.122459392595207
6,86.7011462152184,39.74968656776156,27.560938314445004
7,86.7011462152184,48.98447310091909,25.797305926356458
8,86.7011462152184,45.605281114992735,26.87247772423061
9,86.7011462152184,48.08667742994095,26.38673138688987
10,86.7011462152184,37.17254385346841,28.31100969419585
11,86.7011462152184,43.80722417132487,26.036123155695734
