generation,best_score,fitness_mean,fitness_std
0,78.04043562660593,1.2308562151535132,18.022917751446734
1,78.04043562660593,12.275573339488487,22.423240459700533
2,78.04043562660593,15.978975638069395,23.511776165831797
3,84.60806726388897,34.77414207174905,24.437765968639056
4,84.60806726388897,30.983307179848527,23.996110763256688
5,84.60806726388897,33.38840630819811,25.105235697666657
6,84.60806726388897,33.91311135246745,22.801297298243473
7,84.60806726388897,34.2175500572733,26.086554014122136
8,84.60806726388897,32.597018830800685,28.950948661645462
9,84.60806726388897,26.58151373122322,31.542658159119554
10,84.60806726388897,35.40327300786449,30.45565957580413
11,86.76242345815227,49.045744434947764,28.94303129928648
