generation,best_score,fitness_mean,fitness_std
0,591531.2534894648,13419.539283814283,72939.11724281157
1,1.1057630090916765e+21,2.2115260182152217e+19,1.548068212727892e+20
2,2.1608803841791602e+21,6.5338996685359505e+19,3.370061331657428e+20
3,2.1608803841791602e+21,8.694971017858913e+19,3.9620210359203935e+20
4,4.303533132213149e+24,8.616884747647758e+22,6.024807509625704e+23
5,4.303533132213149e+24,1.2921676536224274e+23,7.34108400125079e+23
6,9.637744367519375e+24,4.0448184135205754e+23,1.7118767356688155e+24
7,9.802492134485475e+24,6.985566092928041e+23,2.342821321210924e+24
8,5.808349204012901e+28,1.6401760563247164e+27,9.360218167743663e+27
9,5.808349204012901e+28,2.2210109870588187e+27,1.091365623036665e+28
10,5.808349204012901e+28,2.801845907462179e+27,1.2244482925213766e+28
11,5.808349204012901e+28,3.3826808497233855e+27,1.3419094356165995e+28
12,2.565790587817698e+37,1.0180436253513676e+36,4.987889362475339e+36
13,2.565790587817698e+37,1.2746226841332519e+36,5.556444138929142e+36
14,2.565790587817698e+37,1.531201742915022e+36,6.061141560710735e+36
15,2.565790587817698e+37,1.7877808016967916e+36,6.516834886821918e+36
16,2.565790587817698e+37,2.0443598604785616e+36,6.933193437256226e+36
17,2.565790587817698e+37,2.3009389192603313e+36,7.316935144438261e+36
18,2.565790587817698e+37,2.5575179780421868e+36,7.672955294448647e+36
19,2.565790587817698e+37,2.814097036823957e+36,8.004953489339523e+36
