

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 1; fitness: 13.281501128704907; player life: 0; enemy life: 80.0; time: 112

RUN: run status: enemy: 2; fitness: 30.070410856610106; player life: 0; enemy life: 60.0; time: 376

RUN: run status: enemy: 3; fitness: 30.046756665712216; player life: 0; enemy life: 60.0; time: 385

RUN: run status: enemy: 4; fitness: 12.17695410451698; player life: 0; enemy life: 80.0; time: 338

RUN: run status: enemy: 5; fitness: 93.92341372532799; player life: 92.80000000000007; enemy life: 0; time: 212

RUN: run status: enemy: 6; fitness: -5.220355825078325; player life: 0; enemy life: 100; time: 185

RUN: run status: enemy: 7; fitness: 5.048756281418573; player life: 0; enemy life: 90.0; time: 52

RUN: run status: enemy: 8; fitness: 3.4090130194891435; player life: 0; enemy life: 90.0; time: 268

RUN: run status: enemy: 1; fitness: 57.601837298482245; player life: 0; enemy life: 30.0; time: 221

RUN: run status: enemy: 2; fitness: 11.929262271997509; player life: 0; enemy life: 80.0; time: 433

RUN: run status: enemy: 3; fitness: 56.86877351051686; player life: 0; enemy life: 30.0; time: 460

RUN: run status: enemy: 4; fitness: 2.7636304097962956; player life: 0; enemy life: 90.0; time: 511

RUN: run status: enemy: 5; fitness: 93.38168263345197; player life: 86.80000000000013; enemy life: 0; time: 200

RUN: run status: enemy: 6; fitness: 3.7796441749216747; player life: 0; enemy life: 90.0; time: 185

RUN: run status: enemy: 7; fitness: 5.048756281418573; player life: 0; enemy life: 90.0; time: 52

RUN: run status: enemy: 8; fitness: 3.4090130194891435; player life: 0; enemy life: 90.0; time: 268

RUN: run status: enemy: 1; fitness: 13.281501128704907; player life: 0; enemy life: 80.0; time: 112

RUN: run status: enemy: 2; fitness: 12.864201562949738; player life: 0; enemy life: 80.0; time: 170

RUN: run status: enemy: 3; fitness: 30.313024643660178; player life: 0; enemy life: 60.0; time: 295

RUN: run status: enemy: 4; fitness: 12.194865031083513; player life: 0; enemy life: 80.0; time: 332

RUN: run status: enemy: 5; fitness: 93.38168263345197; player life: 86.80000000000013; enemy life: 0; time: 200

RUN: run status: enemy: 6; fitness: -5.220355825078325; player life: 0; enemy life: 100; time: 185

RUN: run status: enemy: 7; fitness: 5.048756281418573; player life: 0; enemy life: 90.0; time: 52

RUN: run status: enemy: 8; fitness: 12.443171938300463; player life: 0; enemy life: 80.0; time: 259

RUN: run status: enemy: 1; fitness: 22.016393378291664; player life: 0; enemy life: 70.0; time: 146

RUN: run status: enemy: 2; fitness: 48.340517784240376; player life: 0; enemy life: 40.0; time: 287

RUN: run status: enemy: 3; fitness: 56.86877351051686; player life: 0; enemy life: 30.0; time: 460

RUN: run status: enemy: 4; fitness: 12.194865031083513; player life: 0; enemy life: 80.0; time: 332

RUN: run status: enemy: 5; fitness: 91.95389596854986; player life: 78.4000000000002; enemy life: 0; time: 360

RUN: run status: enemy: 6; fitness: 3.7796441749216747; player life: 0; enemy life: 90.0; time: 185

RUN: run status: enemy: 7; fitness: 5.048756281418573; player life: 0; enemy life: 90.0; time: 52

RUN: run status: enemy: 8; fitness: 12.443171938300463; player life: 0; enemy life: 80.0; time: 259

RUN: run status: enemy: 1; fitness: 21.876036020596743; player life: 0; enemy life: 70.0; time: 168

RUN: run status: enemy: 2; fitness: 11.929262271997509; player life: 0; enemy life: 80.0; time: 433

RUN: run status: enemy: 3; fitness: 38.877507190485616; player life: 0; enemy life: 50.0; time: 456

RUN: run status: enemy: 4; fitness: 12.194865031083513; player life: 0; enemy life: 80.0; time: 332

RUN: run status: enemy: 5; fitness: 94.08965087177825; player life: 89.8000000000001; enemy life: 0; time: 133

RUN: run status: enemy: 6; fitness: 3.7796441749216747; player life: 0; enemy life: 90.0; time: 185

RUN: run status: enemy: 7; fitness: 5.048756281418573; player life: 0; enemy life: 90.0; time: 52

RUN: run status: enemy: 8; fitness: 12.443171938300463; player life: 0; enemy life: 80.0; time: 259
