generation,best_score,fitness_mean,fitness_std
0,74.90417543756777,8.56218409950565,22.316752764644036
1,90.27307397402959,37.26137070869527,24.142932792374562
2,90.27307397402959,40.72630454000643,22.960122911659116
3,90.27307397402959,39.45059775653438,22.697728866061496
4,90.27307397402959,36.48493624196151,32.69097094482218
5,90.27307397402959,44.018675071816205,25.096388517178823
6,90.27307397402959,50.53737282772178,22.069624245845695
7,90.27307397402959,40.11480511473799,34.4267414033817
8,90.27307397402959,51.1754306599444,24.65023807422898
9,90.27307397402959,50.856530691841414,24.91919879569672
10,90.27307397402959,45.76515976276066,31.901977509210727
11,90.27307397402959,47.704463465657746,28.142708225795293
12,90.27307397402959,49.77097228565298,25.1355105661884
13,90.27307397402959,40.839743119256944,35.907140684062114
14,90.27307397402959,49.98735677169904,27.878138114187976
15,90.27307397402959,49.71842706323392,27.533941789277844
16,90.27307397402959,44.669101924007535,34.05207275275567
17,90.27307397402959,49.513464424198425,25.8555463666389
18,90.27307397402959,49.71859502794225,27.205117154840053
19,90.27307397402959,44.055077792145745,33.585873751574674
