generation,best_score,fitness_mean,fitness_std
0,92.13357331188756,2.442560736814698,19.30018745453333
1,92.13357331188756,39.20973978725751,29.550512315231824
2,92.13357331188756,45.35268882172296,29.26618539879665
3,92.13357331188756,59.23701730156381,22.74381534243331
4,92.76627799644577,58.68148670624172,27.3113970359599
5,92.76627799644577,66.70159619301654,24.679599140896126
6,92.76627799644577,69.6763479178579,25.56739699385535
7,92.76627799644577,72.1466851670764,25.033843011164944
8,92.76627799644577,58.93111854222789,31.739638197370756
9,92.76627799644577,71.56355319738924,25.63528380531254
10,92.76627799644577,73.92039097877317,21.383811051543336
11,92.76627799644577,75.48887092012906,21.33178037036132
12,92.76627799644577,70.42491900353167,21.308749492337338
13,92.76627799644577,37.31420402725862,44.13536561523048
14,92.76627799644577,67.17337860521691,28.130684054552162
15,92.76627799644577,65.23040453249088,26.975943356239295
16,92.76627799644577,61.35892031364509,28.388533681665727
17,92.76627799644577,64.58104647310864,29.36483792514112
18,92.76627799644577,67.33479254710812,24.326191126934127
19,92.76627799644577,59.3320064086845,28.980739040916806
