generation,best_score,fitness_mean,fitness_std
0,6.054305359231667e+28,2.751260111615364e+27,1.2064839083781203e+28
1,6.054305359231667e+28,3.792604107931516e+27,1.3940873258704835e+28
2,1.110724676437306e+38,2.3111660254085e+36,1.5550279365893942e+37
3,1.110724676437306e+38,3.5032426039998403e+36,1.894499172953551e+37
4,1.110724676437306e+38,4.613967298178493e+36,2.1754715737758187e+37
5,1.110724676437306e+38,5.724691958844065e+36,2.4189981060768655e+37
6,1.110724676437306e+38,7.089598159597805e+36,2.633281788899456e+37
7,1.110724676437306e+38,8.20034112993921e+36,2.828082452981907e+37
8,9.953053605567578e+38,3.172467416478412e+37,1.4296883814014098e+38
9,9.953053605567578e+38,4.167774176936504e+37,1.7209252476079954e+38
10,9.953053605567578e+38,5.170135853051272e+37,1.9643489070698856e+38
11,9.953053605567578e+38,6.165441211401724e+37,2.1763445920940975e+38
12,9.953053605567578e+38,7.160747426988581e+37,2.3652636555935765e+38
13,9.953053605567578e+38,8.215242752841342e+37,2.5345874695442203e+38
14,9.953053605567578e+38,9.550006420578752e+37,2.7005322167259166e+38
15,9.953053605567578e+38,1.0583577696850018e+38,2.841792756839613e+38
16,9.953053605567578e+38,1.1629950413294237e+38,2.972640293546438e+38
17,9.953053605567578e+38,1.2625255771546342e+38,3.096095881712331e+38
18,3.4662765275899995e+39,1.981988224206995e+38,5.5991366197745215e+38
19,3.4662765275899995e+39,2.3375322390084954e+38,6.4681971488280805e+38
