generation,best_score,fitness_mean,fitness_std
0,91.93357331188756,11.217232174550857,28.32142613452011
1,91.93357331188756,48.07379184488153,29.571307269230754
2,92.34250462797222,60.98160807840983,25.256742409573203
3,92.34250462797222,59.83403170005249,27.817850692866152
4,93.31240366476763,71.36297114171003,23.843987736674485
5,93.31240366476763,71.352742877011,25.148287186602822
6,93.31240366476763,67.66666502429713,22.465334466720076
7,93.31240366476763,73.15040559928107,23.539945357370318
8,93.31240366476763,73.42082523169182,24.585682093545234
9,93.31240366476763,73.54483496600616,20.504193972968125
10,93.31240366476763,68.40096187759866,25.185771022577825
11,93.31240366476763,63.791946732728036,27.088452398080182
12,93.31240366476763,68.11641235299648,27.252231574984826
13,93.31240366476763,34.80238807277029,44.62680626176239
14,93.31240366476763,64.68075169873407,28.975412186102872
15,93.31240366476763,71.6279597107843,23.979209677461082
16,93.31240366476763,67.59896966660631,24.99123180768385
17,93.31240366476763,70.28913931780978,22.919037084354933
18,93.31240366476763,67.43748623434762,24.344545916045025
19,93.31240366476763,65.0381516403386,28.30423494260433
