generation,best_score,fitness_mean,fitness_std
0,78.06056827291567,-1.7701650378987919,14.296486625464727
1,86.29274873100587,11.858471228882985,21.988384095255654
2,86.29274873100587,23.09635651021662,25.91164305330961
3,86.29274873100587,29.616910521179847,27.880681619067442
4,86.29274873100587,30.270967041450078,28.71022018177978
5,87.55778603866472,28.390490962659204,30.285830783045977
6,87.55778603866472,34.339015507501415,29.224942971426294
7,87.55778603866472,34.82750324032302,30.38890777005595
8,87.55778603866472,30.137837361924436,29.578563093127123
9,87.55778603866472,36.793848093450656,26.855198116439915
10,87.55778603866472,35.776481068763864,27.874006453813056
11,87.55778603866472,33.487756157048665,27.225315721491587
12,87.55778603866472,22.45011604505235,33.080399859019124
13,87.55778603866472,31.505441675981974,29.342335792881855
14,87.55778603866472,36.538078405185104,26.318225557599675
15,87.55778603866472,30.865353456767558,28.89524142038448
16,87.55778603866472,32.0665075547211,29.746544333122582
17,87.55778603866472,39.83317077910145,28.510967272464175
18,87.55778603866472,42.602954869512935,27.904141800128304
19,87.55778603866472,26.589013548936567,36.8554067474749
