generation,best_score,fitness_mean,fitness_std
0,92.5001335721758,8.285859063452909,29.229232511544947
1,92.57237888630937,54.48576263244478,31.348740541693534
2,92.57237888630937,65.5161535042095,27.100018337380522
3,92.57237888630937,67.6867341197668,36.10136988662444
4,92.57237888630937,75.63874022374071,24.710804777813927
5,92.57237888630937,69.61150750820592,36.201204035372854
6,92.57237888630937,81.53040438302273,17.22757664689094
7,92.57237888630937,66.01309052827999,39.85355272181646
8,92.57237888630937,83.75145608807156,16.80193470031975
9,92.57237888630937,63.89616881012083,40.35271464684886
10,92.57237888630937,77.63848315198834,24.457874112812405
11,92.57611947915372,80.79003867177448,23.598143702244833
12,92.57611947915372,75.7391468044222,24.318102222318643
13,92.57611947915372,66.44058343212734,37.02409259718924
14,92.58272016318507,76.56218788686571,25.353074442235197
15,92.77611947915372,75.9714382780353,23.598080884580458
16,92.77611947915372,79.10715923895476,22.018485331410762
17,92.77611947915372,65.28428426166936,39.492198627471915
18,92.77611947915372,81.53027457290938,19.233856832020404
19,92.77611947915372,67.22517450681363,37.88417969449936
