generation,best_score,fitness_mean,fitness_std
0,91.51655240703899,15.679162287428975,32.443385287387486
1,93.64784596782225,39.43105063646917,39.49975656408886
2,93.64784596782225,57.25289941450757,38.7634899950868
3,93.64784596782225,65.07990464534454,32.97543890772138
4,94.07598249381266,75.26199018803165,28.069221046667586
5,94.39719807741363,76.5580266041451,27.196391157964513
6,94.39719807741363,77.99354447349221,26.260184774842692
7,94.39719807741363,77.3232622236894,24.296194443543826
8,94.39719807741363,76.61826555274246,25.967135032523633
9,94.39719807741363,59.32249689801243,43.0305582487704
10,94.39719807741363,69.05462723425069,31.906393240683162
11,94.39719807741363,77.82243446599722,29.3738087825625
12,94.39719807741363,73.46855924123099,32.65785910090753
13,94.39719807741363,58.5365577662133,43.08030673491216
14,94.39719807741363,84.80738296119439,19.06603098241083
15,94.39719807741363,81.03155673790152,23.2207536311755
16,94.39719807741363,77.63344366453939,29.010234969106904
17,94.39719807741363,57.64971947166323,44.11675058973122
18,94.39719807741363,70.7310178209646,32.8935256904899
19,94.39719807741363,70.40749220375875,31.29544815214224
