generation,best_score,fitness_mean,fitness_std
0,37.620614194870086,1.624172798119942,14.187473444452085
1,58.92591488811856,14.252125656609893,17.408227463648807
2,58.92591488811856,24.974303192341804,17.87521510711689
3,58.92591488811856,25.6216399759728,20.948581111471448
4,71.22049837500472,32.703835892589446,25.00786339878339
5,78.37818721912734,51.43895198979106,24.91121631095961
6,78.37818721912734,50.71278576914735,24.931476459396634
7,78.37818721912734,47.810838280235586,26.409758494266747
8,78.37818721912734,36.84929971613541,33.78696103498733
9,78.37818721912734,31.214638654055566,32.15599548729479
10,78.37818721912734,5.0337459929409265,25.752604923668816
11,87.37400602990782,17.920464955838472,31.803310902987498
