generation,best_score,fitness_mean,fitness_std
0,66.16226955283406,1.9028819676575077,16.76650993196348
2,75.16226955283406,24.75613942302363,22.62981576657384
1,75.17399989261955,17.566469073164495,23.448374449194024
3,75.16226955283406,34.49516513409666,22.93635932776115
2,75.17399989261955,23.828498545682322,21.828235564018563
4,75.16226955283406,36.65557698979032,27.54685070026142
3,75.17399989261955,33.29953576927682,26.65393624771655
5,75.16226955283406,39.764725782964625,23.390548605172874
4,75.17399989261955,39.194990894046946,22.79995824354393
6,75.16226955283406,39.42371161912073,27.84112703563689
5,75.17399989261955,36.97222469070133,28.76281335415707
7,75.16226955283406,42.46386571734054,23.947896638624613
6,75.17399989261955,45.112543390895674,22.892394253275985
8,75.16226955283406,40.20059717858587,30.336940417111382
7,75.17399989261955,42.10723668104223,29.443093123610407
9,75.16226955283406,50.204923000890325,20.111150842142887
8,75.17399989261955,46.483854179623805,25.565536476643373
10,75.16226955283406,41.97036242738451,28.4316093731909
9,75.17399989261955,43.04571881036717,28.872400568912127
11,75.16226955283406,47.28123302620305,21.84147847858931
10,75.17399989261955,49.45558115387837,22.37738157205155
12,75.16226955283406,42.512996463732605,28.668666436127197
11,75.22544845445559,52.51408774398268,19.158189605411494
13,75.16226955283406,49.99601417985339,19.35543617557348
12,75.22544845445559,45.53973802466081,22.728603499514506
14,75.16226955283406,41.00335876945404,28.705350165887076
13,75.22544845445559,41.76924531879956,28.878769661436294
14,75.22544845445559,52.801046147887014,17.501433485372445
