generation,best_score,fitness_mean,fitness_std
0,30.801502968734173,-1.2751119794795107,7.923266862234164
1,30.801502968734173,5.996587221120534,9.993821334542986
2,57.16226955283406,12.63408140785973,12.031811008854788
3,57.601837298482245,18.38770849735961,14.031959513736249
4,66.30964054567593,19.973096589006484,14.638762837340632
5,66.30964054567593,23.479579499887837,17.782129061728497
6,66.30964054567593,24.88016934434914,18.59517388139041
7,66.30964054567593,22.39822060426191,24.423879369040307
8,66.30964054567593,29.456375781348935,20.54887812649104
9,75.16226955283406,27.40819974031517,21.59005987749956
10,75.16226955283406,30.40196493409454,22.205505144175408
11,75.16226955283406,30.854542624649962,21.665226470392202
12,75.16226955283406,27.378230280769014,27.186617711456915
13,75.16226955283406,37.78935696056594,23.137322282500758
14,75.16226955283406,38.74556669036136,22.7264142599649
15,75.16226955283406,32.46500020155196,23.2021258247059
16,75.16226955283406,28.887778478886652,28.183101088301914
17,75.16226955283406,36.338291170669606,22.264608584379808
18,75.16226955283406,33.43225312026773,22.82812462075782
19,75.16226955283406,27.828555866163775,29.606641058932095
