generation,best_score,fitness_mean,fitness_std
0,30.73214184093667,-0.3531223741329847,9.81329833596366
1,30.73214184093667,6.105213637188555,11.272666140681126
2,66.16226955283406,11.459531614884586,18.88615469769875
3,66.17399989261955,20.201834784924873,22.707311384994068
4,66.17399989261955,28.905034509840963,23.44784424460442
5,66.17399989261955,31.078497593750406,26.512076632344222
6,66.17399989261955,35.646961823195284,23.89180892039312
7,66.17399989261955,37.91286692831601,28.59260585440503
8,75.20090734553948,47.6567253437728,23.85699839964243
9,75.20090734553948,46.133589716545515,24.701680876869485
10,75.20090734553948,41.254797200447136,30.229684893890166
11,75.20090734553948,47.67547149782983,24.901222955009384
12,75.20090734553948,42.17215138528238,29.761277891200475
13,75.20090734553948,47.977106013410676,24.650143761213464
14,75.20090734553948,48.05561987502123,23.783830594590817
14,75.20090734553948,43.45236617875883,31.395037447762945
