generation,best_score,fitness_mean,fitness_std
0,34.95416529447124,-2.393787108330138,9.800392880089408
1,34.95416529447124,1.9146695771877922,12.400678200159648
2,57.51371367824301,21.56804598027458,19.03380099175386
3,57.51371367824301,26.405958639135033,17.216756154085544
4,78.3867124947208,45.56876638759104,20.79583525797486
5,78.3867124947208,43.524671007488244,24.239458573755382
6,85.28263386671345,41.548937695785774,24.905534991659373
7,87.66067216348756,37.73620328974407,21.713244415634964
8,87.66067216348756,40.69017886449521,24.809526528114965
9,87.66067216348756,35.33415850014723,27.336892425634897
10,88.04781712913244,40.625135521747694,25.986474606165086
11,88.04781712913244,39.21491299730114,26.935099515600697
