generation,best_score,fitness_mean,fitness_std
0,21.956574883080755,-2.5888460066332057,6.80737700380044
1,57.213102618633286,8.452547577809101,12.927980555814191
2,57.08379793739256,10.380918555279791,11.205981894378148
3,40.163718093048516,1.462670117709899,12.082516337760417
4,22.00278772623589,0.3886173165521279,10.104563299324033
5,30.823850267426167,-0.007036663137151626,10.357209552338382
6,57.95657488308075,1.8749605391975819,13.1417828194299
7,40.163718093048516,8.228146959823931,10.55506983597759
8,75.75297592783951,1.9963349005617674,14.126343921322425
9,57.210039829102755,10.863758457562566,12.123113467554793
10,75.75297592783951,2.3196773826741093,16.68584700342957
11,75.75297592783951,3.044130244408739,16.867072774762615
12,57.21003982910275,2.023036800206552,15.273922460750654
13,48.95657488308075,2.6951278810401544,15.653390752013296
14,75.20394224923464,2.777213551698933,17.079541995474145
15,57.95657488308075,1.526621339676545,14.5861226483861
16,66.75297592783951,3.621173158868453,19.629096859211487
17,66.18586946817493,3.8493242816579505,18.103274227395286
18,75.75297592783951,1.787780064722109,17.53546692424482
19,75.1888590070233,1.3556264250354466,15.638010377722381
