generation,best_score,fitness_mean,fitness_std
0,91.77237888630937,10.857008317758309,31.964813131157776
1,92.53109579777976,53.78317661618146,32.56019949236887
2,92.93193985886488,71.37462471525117,29.262100587754084
3,92.93193985886488,79.94869103672634,17.581250651383847
4,92.93193985886488,81.06789330897246,18.42200306576652
5,93.18936470590374,80.69330843146952,19.98153937615918
6,93.18936470590374,78.04319691570136,23.40365482288433
7,93.18936470590374,76.15058631481787,24.213274027693988
8,93.18936470590374,74.0254888446661,21.895233471415924
9,93.18936470590374,81.11886042469087,17.26167816824534
10,93.18936470590374,73.71922958903119,32.862401711103665
11,93.18936470590374,85.61492765307106,12.82743571669817
12,93.18936470590374,80.40220936182071,22.902086141944267
13,93.18936470590374,81.45304477797906,20.63811568398175
14,93.18936470590374,80.10361709929896,22.827111969212048
15,93.18936470590374,73.57877582092618,34.08701189557482
16,93.18936470590374,74.90239440486611,25.17211702426567
17,93.18936470590374,82.99638721680847,15.595150045759903
18,93.18936470590374,74.87247273824774,24.40834300644698
19,93.18936470590374,78.45417854112092,20.333087325635663
