generation,best_score,fitness_mean,fitness_std
0,92.03931836898447,11.033264414642968,27.47057260064552
1,92.03931836898447,45.44436164017464,32.42692578307827
2,92.07274631484279,56.50196727079707,28.355851284233616
3,92.64317193830047,60.8457633851631,26.132456263060156
4,92.64317193830047,60.958403034664435,26.838881453094174
5,92.64317193830047,66.93039077021491,24.57810528283406
6,92.64317193830047,66.8110247204927,27.126668046988428
7,92.64317193830047,67.89422316709357,27.485142925837533
8,92.64317193830047,67.55188767790823,27.825258934498326
9,92.64317193830047,69.53176930800986,27.696144901801645
10,92.64317193830047,73.37117774398762,25.568337579862128
11,92.65873645484157,73.17442467673514,24.28902567384063
12,92.84814186652393,72.51402336899174,27.38532519196134
13,92.84814186652393,73.09512634152938,23.888746916463308
14,92.84814186652393,71.57850698318366,23.216481665537245
15,92.92353644806849,71.27432261853636,24.54226134505467
16,92.92353644806849,68.94947612706959,27.041364250441184
17,92.92353644806849,75.21220216237296,22.73556352350326
18,92.92353644806849,72.54857964010819,24.35941551123535
19,92.92353644806849,74.36066959611244,23.281391201263727
