generation,best_score,fitness_mean,fitness_std
0,3.7463020095055363e+40,8.035549298063872e+38,4.631696017705922e+39
1,8.596210802460319e+40,5.610393457345197e+39,1.5897130009591329e+40
2,8.596210802460319e+40,9.995332329910949e+39,2.0196407206254276e+40
3,8.596210802460319e+40,1.9375143196916063e+40,2.309607968979795e+40
4,8.596210802460319e+40,2.434460586494908e+40,2.493635711968274e+40
5,8.596210802460319e+40,2.8742206226374953e+40,2.3643454114824925e+40
6,8.596210802460319e+40,3.264766992531803e+40,2.2779078618170257e+40
7,8.596210802460319e+40,2.9969081607912963e+40,2.7758726974829313e+40
8,8.596210802460319e+40,3.4798124834802837e+40,2.5586242563740026e+40
9,8.596210802460319e+40,3.7923288921059866e+40,2.373695457449826e+40
10,8.596210802460319e+40,3.199489120211137e+40,2.963976522148482e+40
11,8.596210802460319e+40,3.552181710794123e+40,2.836007226576692e+40
12,8.596210802460319e+40,3.845622156907682e+40,2.6898701082056394e+40
13,8.596210802460319e+40,3.384943240948334e+40,3.1266711116277053e+40
14,8.596210802460319e+40,3.582617543006103e+40,3.0466750087851353e+40
15,8.596210802460319e+40,4.088882965672391e+40,2.844410271578434e+40
16,8.596210802460319e+40,3.685773085924088e+40,3.292682756768697e+40
17,8.596210802460319e+40,4.027348166733401e+40,3.078547690452763e+40
18,8.596210802460319e+40,4.26826870278952e+40,2.9635257645414903e+40
19,8.596210802460319e+40,3.8773099489938774e+40,3.4293040020459503e+40
