

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 1; fitness: 21.282972298593776; player life: 0; enemy life: 70.0; time: 304

RUN: run status: enemy: 2; fitness: 39.32324619773172; player life: 0; enemy life: 50.0; time: 292

RUN: run status: enemy: 3; fitness: 39.168117522716486; player life: 0; enemy life: 50.0; time: 341

RUN: run status: enemy: 4; fitness: 74.11346835746949; player life: 0; enemy life: 10.0; time: 979

RUN: run status: enemy: 5; fitness: 92.97173296930548; player life: 82.60000000000016; enemy life: 0; time: 198

RUN: run status: enemy: 6; fitness: 11.725237978758061; player life: 0; enemy life: 80.0; time: 531

RUN: run status: enemy: 7; fitness: 12.96304739758637; player life: 0; enemy life: 80.0; time: 154

RUN: run status: enemy: 8; fitness: 3.0730739740295894; player life: 0; enemy life: 90.0; time: 375

RUN: run status: enemy: 1; fitness: 21.737309811095116; player life: 0; enemy life: 70.0; time: 193

RUN: run status: enemy: 2; fitness: 21.089203355959473; player life: 0; enemy life: 70.0; time: 369

RUN: run status: enemy: 3; fitness: 48.185869468174936; player life: 0; enemy life: 40.0; time: 335

RUN: run status: enemy: 4; fitness: 38.163740722722935; player life: 0; enemy life: 50.0; time: 931

RUN: run status: enemy: 5; fitness: 92.5987078342906; player life: 79.6000000000002; enemy life: 0; time: 213

RUN: run status: enemy: 6; fitness: -5.768320995793772; player life: 0; enemy life: 100; time: 320

RUN: run status: enemy: 7; fitness: 14.19333751022968; player life: 0; enemy life: 80.0; time: 45

RUN: run status: enemy: 8; fitness: 12.054579391393425; player life: 0; enemy life: 80.0; time: 382

RUN: run status: enemy: 1; fitness: 21.737309811095116; player life: 0; enemy life: 70.0; time: 193

RUN: run status: enemy: 2; fitness: 12.105597165735148; player life: 0; enemy life: 80.0; time: 363

RUN: run status: enemy: 3; fitness: 39.17105438238979; player life: 0; enemy life: 50.0; time: 340

RUN: run status: enemy: 4; fitness: 74.11346835746949; player life: 0; enemy life: 10.0; time: 979

RUN: run status: enemy: 5; fitness: 92.4238995977956; player life: 78.4000000000002; enemy life: 0; time: 225

RUN: run status: enemy: 6; fitness: -5.768320995793772; player life: 0; enemy life: 100; time: 320

RUN: run status: enemy: 7; fitness: 14.19333751022968; player life: 0; enemy life: 80.0; time: 45

RUN: run status: enemy: 8; fitness: 3.0730739740295894; player life: 0; enemy life: 90.0; time: 375

RUN: run status: enemy: 1; fitness: 57.16226955283406; player life: 0; enemy life: 30.0; time: 343

RUN: run status: enemy: 2; fitness: 21.089203355959473; player life: 0; enemy life: 70.0; time: 369

RUN: run status: enemy: 3; fitness: 39.17105438238979; player life: 0; enemy life: 50.0; time: 340

RUN: run status: enemy: 4; fitness: 74.11346835746949; player life: 0; enemy life: 10.0; time: 979

RUN: run status: enemy: 5; fitness: 91.42784596782226; player life: 70.00000000000028; enemy life: 0; time: 263

RUN: run status: enemy: 6; fitness: -5.768320995793772; player life: 0; enemy life: 100; time: 320

RUN: run status: enemy: 7; fitness: 22.346039649842478; player life: 0; enemy life: 70.0; time: 105

RUN: run status: enemy: 8; fitness: 12.054579391393425; player life: 0; enemy life: 80.0; time: 382

RUN: run status: enemy: 1; fitness: 21.737309811095116; player life: 0; enemy life: 70.0; time: 193

RUN: run status: enemy: 2; fitness: 39.32324619773172; player life: 0; enemy life: 50.0; time: 292

RUN: run status: enemy: 3; fitness: 39.168117522716486; player life: 0; enemy life: 50.0; time: 341

RUN: run status: enemy: 4; fitness: 38.163740722722935; player life: 0; enemy life: 50.0; time: 931

RUN: run status: enemy: 5; fitness: 92.84200618758327; player life: 79.6000000000002; enemy life: 0; time: 167

RUN: run status: enemy: 6; fitness: 2.690081721773484; player life: 0; enemy life: 90.0; time: 550

RUN: run status: enemy: 7; fitness: 14.19333751022968; player life: 0; enemy life: 80.0; time: 45

RUN: run status: enemy: 8; fitness: 3.0730739740295894; player life: 0; enemy life: 90.0; time: 375
