generation,best_score,fitness_mean,fitness_std
0,53.020579315890586,0.2968347358038884,14.150971325753865
1,69.98593283577694,6.888842299756627,18.828589093578454
2,69.98593283577694,9.172607636741457,20.063326584312584
3,69.98593283577694,12.31215310371494,20.006246510255124
4,69.98593283577694,14.04527202470938,21.079451606551274
5,78.11293351197591,20.200153528800186,22.346117795943307
6,78.34530648291268,25.210338835974767,26.60494783762702
7,78.34530648291268,31.59485208371063,25.636454228448933
8,78.34530648291268,27.475613711407775,27.9118301179478
9,78.34530648291268,27.611141512964824,27.431297131695917
10,78.34530648291268,25.246613369811648,27.567620840388862
11,78.34530648291268,21.021931875554472,29.232590715477183
