generation,best_score,fitness_mean,fitness_std
0,21.752975927839515,-2.5864083861856932,6.762597478443999
1,57.16226955283406,5.783129318488491,14.826010417914794
1,39.601837298482245,11.915860799863966,13.62778007046454
2,57.16226955283406,16.11606228329423,20.006512962617407
3,75.21003982910274,27.800392150842185,24.462401581861478
4,75.21003982910274,35.16244991292088,24.303919832570898
5,75.21003982910274,36.64181353513963,29.20021486679771
6,75.21003982910274,42.86244922885167,25.544264158251984
7,75.60183729848225,54.14067759186033,17.930067291570886
8,75.60183729848225,50.287890669486124,21.10969219298975
9,75.60183729848225,43.77311028752649,30.39083886856385
10,75.60183729848225,49.85066738161725,24.14428460734634
11,75.60183729848225,45.30419570061383,28.143403179384293
12,75.60183729848225,46.354645571898935,27.583456069211856
13,75.60183729848225,44.14156758633128,30.38407106015023
14,75.60183729848225,45.35059477001338,29.362790775796494
