generation,best_score,fitness_mean,fitness_std
0,1.8290194270934637e+17,1829347754382308.8,1.8198480676378016e+16
1,1.8290194270934637e+17,3658367261492576.5,2.5606225172475884e+16
2,1.8290194270934637e+17,6791569184781841.0,3.357653998508578e+16
3,8.763942115401554e+20,3.50625602411689e+19,1.7173610745468607e+20
4,1.1081078065070553e+25,3.324674093143489e+23,1.8902841545630408e+24
5,1.1081078065070553e+25,4.432781899656511e+23,2.171431813433468e+24
6,1.1081078065070553e+25,5.541084454888509e+23,2.4150524703630257e+24
7,7.943041646513338e+28,1.589162449302252e+27,1.1120179407083903e+28
8,7.070879411197299e+32,1.4143347984843902e+31,9.89920853578821e+31
9,7.070879411197299e+32,2.3438891145795526e+31,1.2224864847260344e+32
10,7.070879411197299e+32,3.050977055699282e+31,1.3986779878460828e+32
11,7.070879411197299e+32,3.7580650048112892e+31,1.5518142782892115e+32
12,7.070879411197299e+32,4.465152956080502e+31,1.6881811299061286e+32
13,7.070879411197299e+32,5.172240897200837e+31,1.8115694946849954e+32
14,7.070879411197299e+32,5.879328838320567e+31,1.924477350774978e+32
15,7.070879411197299e+32,6.586416779440296e+31,2.028655378838152e+32
16,7.070879411197299e+32,7.293504720560028e+31,2.125387670850313e+32
17,7.070879411197299e+32,8.000592661680617e+31,2.2156496540713277e+32
18,7.070879411197299e+32,8.707680602801706e+31,2.30020315638437e+32
19,7.070879411197299e+32,9.414768543921436e+31,2.379656753518356e+32
